DR,A%,DF%,1stIn,1st%,2nd%
0.91,4.2%,1.4%,62.5%,73.3%,25.9%
0.63,4.2%,1.4%,62.5%,57.8%,44.4%
0.98,6.3%,3.8%,59.5%,70.2%,53.1%
2.13,7.7%,1.9%,53.8%,89.3%,66.7%
1.22,9.4%,1.2%,63.5%,75.9%,45.2%
0.73,0.0%,0.0%,69.2%,48.9%,35.0%
2.61,7.3%,2.4%,56.1%,78.3%,83.3%
0.65,3.3%,5.0%,46.7%,53.6%,46.9%
0.58,4.2%,2.1%,85.4%,63.4%,42.9%
1.57,6.7%,1.7%,65.0%,76.9%,66.7%
0.55,0.0%,1.7%,62.7%,45.9%,40.9%
0.68,0.0%,1.3%,64.5%,63.3%,37.0%
0.68,5.6%,5.6%,64.8%,71.4%,36.8%
0.46,6.3%,3.2%,74.6%,72.3%,37.5%
2.11,29.3%,3.4%,65.5%,94.7%,65.0%
